2007-06-08T15:45:00+03:30,CAD,Housing Starts,
2007-06-08T16:00:00+03:30,CAD,Trade Balance,
2007-06-10T23:59:59+03:30,EUR,French Parliamentary Elections,
2007-06-11T12:00:00+03:30,GBP,PPI Input m/m,
2007-06-11T12:25:00+03:30,CNY,USD-Denominated Trade Balance,
2007-06-11T17:30:00+03:30,EUR,ECB President Trichet Speaks,
2007-06-12T00:00:00+03:30,GBP,Goods Trade Balance,
2007-06-12T12:00:00+03:30,GBP,CPI y/y,
2007-06-13T00:00:00+03:30,USD,Retail Sales m/m,
2007-06-13T00:00:00+03:30,USD,FOMC Member Kroszner Speaks,
2007-06-13T00:00:00+03:30,USD,Core Retail Sales m/m,
2007-06-13T12:00:00+03:30,GBP,Average Earnings Index 3m/y,
2007-06-13T17:30:00+03:30,USD,Treasury Currency Report,
2007-06-14T00:00:00+03:30,CHF,SNB Press Conference,
2007-06-14T00:00:00+03:30,CHF,SNB Monetary Policy Assessment,
2007-06-14T00:00:00+03:30,NZD,Retail Sales m/m,
2007-06-14T02:15:00+03:30,NZD,Core Retail Sales m/m,
2007-06-14T05:30:00+03:30,CNY,Industrial Production y/y,
2007-06-14T06:25:00+03:30,AUD,RBA Gov Stevens Speaks,
2007-06-14T11:00:00+03:30,CHF,Libor Rate,
2007-06-14T12:00:00+03:30,GBP,Retail Sales m/m,
2007-06-14T16:00:00+03:30,USD,PPI m/m,
2007-06-15T00:00:00+03:30,USD,Core CPI m/m,
2007-06-15T00:00:00+03:30,USD,Fed Chairman Bernanke Speaks,
2007-06-15T00:00:00+03:30,USD,CPI y/y,
2007-06-15T10:52:00+03:30,JPY,BOJ Press Conference,
2007-06-15T16:30:00+03:30,USD,TIC Long-Term Purchases,
2007-06-15T17:30:00+03:30,USD,Prelim UoM Consumer Sentiment,
2007-06-17T23:59:59+03:30,EUR,French Parliamentary Elections,
2007-06-19T14:30:00+03:30,CAD,Core CPI m/m,
2007-06-20T12:00:00+03:30,GBP,MPC Official Bank Rate Votes,
2007-06-21T16:00:00+03:30,CAD,Core Retail Sales m/m,
2007-06-22T11:30:00+03:30,EUR,German ifo Business Climate,
2007-06-25T17:30:00+03:30,USD,Existing Home Sales,
2007-06-26T00:00:00+03:30,USD,New Home Sales,
2007-06-26T17:30:00+03:30,USD,CB Consumer Confidence,
2007-06-27T02:15:00+03:30,NZD,Trade Balance,
2007-06-27T16:00:00+03:30,USD,Core Durable Goods Orders m/m,
2007-06-28T00:00:00+03:30,USD,FOMC Statement,
2007-06-28T02:15:00+03:30,NZD,Current Account,
2007-06-28T12:15:00+03:30,GBP,Monetary Policy Report Hearings,
2007-06-28T21:45:00+03:30,USD,Federal Funds Rate,
2007-06-29T00:00:00+03:30,USD,Core PCE Price Index m/m,
2007-06-29T02:15:00+03:30,NZD,GDP q/q,
2007-06-29T12:00:00+03:30,GBP,Current Account,
2007-06-29T16:00:00+03:30,CAD,GDP m/m,
2007-06-29T18:00:00+03:30,CAD,BOC Business Outlook Survey,
2007-07-02T03:20:00+03:30,JPY,Tankan Manufacturing Index,
2007-07-02T04:30:00+03:30,CNY,Manufacturing PMI,
2007-07-02T17:30:00+03:30,USD,ISM Manufacturing PMI,
2007-07-03T00:00:00+03:30,AUD,Retail Sales m/m,
2007-07-03T05:00:00+03:30,AUD,Building Approvals m/m,
2007-07-03T09:15:00+03:30,CHF,CPI m/m,
2007-07-03T17:30:00+03:30,USD,Pending Home Sales m/m,
2007-07-04T03:00:00+03:30,AUD,Cash Rate,
2007-07-04T10:30:00+03:30,GBP,Halifax HPI m/m,
2007-07-05T00:00:00+03:30,USD,ISM Services PMI,
2007-07-05T00:00:00+03:30,EUR,ECB Press Conference,
2007-07-05T00:00:00+03:30,GBP,Official Bank Rate,
2007-07-05T14:30:00+03:30,GBP,MPC Rate Statement,
2007-07-05T17:30:00+03:30,CAD,Ivey PMI,
2007-07-06T00:00:00+03:30,USD,Unemployment Rate,
2007-07-06T00:00:00+03:30,CAD,Unemployment Rate,
2007-07-06T12:00:00+03:30,GBP,Manufacturing Production m/m,
2007-07-06T14:30:00+03:30,CAD,Employment Change,
2007-07-06T16:00:00+03:30,USD,Non-Farm Employment Change,
