cell,param,direction,stability_score,n_years_tested,avg_lift_pp,years_detail
jpy|bearish,aoi_far_edge_atr,consistent_up,7,7,3.92,"2019:up,2020:up,2021:up,2022:up,2023:up,2024:up,2025:up"
jpy|bearish,opp_extreme,mostly_up,4,7,3.78,"2019:up,2020:up,2021:up,2022:up,2023:tie,2024:down,2025:down"
jpy|bearish,trend_alignment_strength,mostly_up,4,7,2.88,"2019:up,2020:up,2021:down,2022:up,2023:down,2024:up,2025:down"
jpy|bearish,hour_of_day_utc,mostly_up,5,7,2.69,"2019:up,2020:up,2021:up,2022:down,2023:up,2024:up,2025:down"
jpy|bearish,conflicted_tf,mostly_up,4,7,2.88,"2019:up,2020:up,2021:down,2022:up,2023:down,2024:up,2025:down"
jpy|bullish,htf_range_position_mid,mostly_down,5,7,2.42,"2019:up,2020:down,2021:up,2022:down,2023:down,2024:down,2025:down"
jpy|bullish,htf_range_position_high,mostly_down,6,7,3.2,"2019:down,2020:down,2021:down,2022:down,2023:down,2024:up,2025:down"
jpy|bullish,session_directional_bias,mostly_up,4,7,3.04,"2019:up,2020:up,2021:down,2022:down,2023:up,2024:up,2025:down"
jpy|bullish,break_close_location,mostly_down,4,7,2.94,"2019:up,2020:up,2021:down,2022:up,2023:down,2024:down,2025:down"
jpy|bullish,break_impulse_range_atr,mostly_up,4,7,3.19,"2019:up,2020:up,2021:down,2022:down,2023:up,2024:down,2025:up"
jpy|bullish,break_impulse_body_atr,mostly_up,5,7,3.12,"2019:up,2020:up,2021:up,2022:up,2023:up,2024:down,2025:down"
jpy|bullish,retest_candle_body_penetration,mostly_down,4,7,3.01,"2019:down,2020:up,2021:down,2022:down,2023:up,2024:down,2025:up"
jpy|bullish,aoi_height_atr,mostly_up,5,6,1.64,"2019:up,2020:up,2021:up,2022:up,2024:up,2025:down"
jpy|bullish,distance_to_next_htf_obstacle_atr,mostly_down,5,7,3.75,"2019:down,2020:down,2021:down,2022:down,2023:down,2024:up,2025:up"
jpy|bullish,distance_from_last_impulse_atr,mostly_down,4,7,2.93,"2019:down,2020:up,2021:down,2022:down,2023:up,2024:down,2025:up"
jpy|bullish,recent_trend_payoff_atr_24h,mostly_up,5,7,2.66,"2019:up,2020:up,2021:up,2022:up,2023:up,2024:down,2025:down"
jpy|bullish,recent_trend_payoff_atr_48h,mostly_down,4,7,2.71,"2019:up,2020:up,2021:up,2022:down,2023:down,2024:down,2025:down"
jpy|bullish,aoi_time_since_last_touch,mostly_down,4,7,2.43,"2019:down,2020:down,2021:up,2022:down,2023:up,2024:down,2025:up"
jpy|bullish,aoi_last_reaction_strength,mostly_down,6,7,5.09,"2019:down,2020:down,2021:down,2022:down,2023:down,2024:up,2025:down"
jpy|bullish,htf_range_size_mid_atr,mostly_up,5,7,2.61,"2019:up,2020:down,2021:up,2022:down,2023:up,2024:up,2025:up"
jpy|bullish,aoi_midpoint_range_position_mid,mostly_down,5,7,4.08,"2019:down,2020:down,2021:up,2022:down,2023:up,2024:down,2025:down"
jpy|bullish,trend_age_bars_1h,mostly_down,4,7,3.49,"2019:down,2020:up,2021:up,2022:up,2023:down,2024:down,2025:down"
jpy|bullish,trend_age_impulses,mostly_up,6,7,2.88,"2019:up,2020:up,2021:up,2022:up,2023:up,2024:up,2025:down"
jpy|bullish,max_retest_penetration_atr,mostly_down,4,7,2.72,"2019:down,2020:up,2021:down,2022:down,2023:up,2024:down,2025:up"
jpy|bullish,bars_between_retest_and_break,mostly_down,4,7,1.71,"2019:down,2020:up,2021:up,2022:down,2023:down,2024:down,2025:up"
jpy|bullish,aoi_touch_count_since_creation,mostly_up,4,7,2.31,"2019:down,2020:up,2021:down,2022:up,2023:down,2024:up,2025:up"
jpy|bullish,signal_candle_range_atr,mostly_up,4,7,3.19,"2019:up,2020:up,2021:down,2022:down,2023:up,2024:down,2025:up"
jpy|bullish,signal_candle_body_atr,mostly_up,5,7,3.12,"2019:up,2020:up,2021:up,2022:up,2023:up,2024:down,2025:down"
jpy|bullish,aoi_near_edge_atr,mostly_up,5,7,3.02,"2019:up,2020:up,2021:up,2022:down,2023:up,2024:up,2025:down"
jpy|bullish,aoi_far_edge_atr,mostly_up,5,7,3.16,"2019:up,2020:up,2021:up,2022:up,2023:up,2024:down,2025:down"
jpy|bullish,opp_extreme,mostly_down,4,7,3.07,"2019:up,2020:up,2021:down,2022:down,2023:up,2024:down,2025:down"
jpy|bullish,trend_alignment_strength,mostly_down,4,7,3.49,"2019:down,2020:up,2021:up,2022:up,2023:down,2024:down,2025:down"
jpy|bullish,hour_of_day_utc,mostly_down,5,7,1.8,"2019:down,2020:down,2021:up,2022:down,2023:down,2024:down,2025:up"
jpy|bullish,conflicted_tf,mostly_down,4,7,3.49,"2019:down,2020:up,2021:up,2022:up,2023:down,2024:down,2025:down"
usd|bearish,htf_range_position_mid,mostly_down,5,7,3.38,"2019:up,2020:down,2021:down,2022:down,2023:down,2024:up,2025:down"
usd|bearish,htf_range_position_high,mostly_down,6,7,3.83,"2019:down,2020:down,2021:up,2022:down,2023:down,2024:down,2025:down"
usd|bearish,session_directional_bias,mostly_up,5,7,4.1,"2019:up,2020:up,2021:down,2022:up,2023:up,2024:down,2025:up"
usd|bearish,break_close_location,mostly_down,5,7,3.82,"2019:up,2020:down,2021:down,2022:down,2023:up,2024:down,2025:down"
usd|bearish,break_impulse_range_atr,mostly_down,5,7,4.25,"2019:down,2020:up,2021:down,2022:down,2023:down,2024:down,2025:up"
usd|bearish,break_impulse_body_atr,mostly_down,4,7,3.47,"2019:up,2020:up,2021:down,2022:down,2023:down,2024:down,2025:up"
usd|bearish,retest_candle_body_penetration,mostly_down,5,7,3.26,"2019:up,2020:up,2021:down,2022:down,2023:down,2024:down,2025:down"
usd|bearish,aoi_height_atr,mostly_up,4,6,2.67,"2019:up,2020:down,2021:down,2022:up,2024:up,2025:up"
usd|bearish,distance_to_next_htf_obstacle_atr,mostly_down,4,7,3.02,"2019:down,2020:down,2021:down,2022:up,2023:down,2024:up,2025:up"
usd|bearish,distance_from_last_impulse_atr,mostly_down,4,7,3.25,"2019:down,2020:up,2021:down,2022:up,2023:down,2024:up,2025:down"
usd|bearish,recent_trend_payoff_atr_24h,mostly_down,4,7,3.48,"2019:down,2020:down,2021:up,2022:down,2023:up,2024:down,2025:up"
usd|bearish,recent_trend_payoff_atr_48h,mostly_up,5,7,6.24,"2019:up,2020:up,2021:down,2022:up,2023:up,2024:down,2025:up"
usd|bearish,aoi_time_since_last_touch,mostly_down,4,7,2.2,"2019:down,2020:up,2021:down,2022:down,2023:up,2024:up,2025:down"
usd|bearish,aoi_last_reaction_strength,mostly_down,5,7,2.17,"2019:down,2020:down,2021:down,2022:up,2023:down,2024:up,2025:down"
usd|bearish,htf_range_size_mid_atr,mostly_up,4,7,2.33,"2019:down,2020:down,2021:down,2022:up,2023:up,2024:up,2025:up"
usd|bearish,aoi_midpoint_range_position_mid,mostly_down,4,7,4.21,"2019:down,2020:down,2021:up,2022:down,2023:up,2024:down,2025:up"
usd|bearish,trend_age_bars_1h,mostly_up,5,7,3.69,"2019:up,2020:up,2021:up,2022:up,2023:down,2024:down,2025:up"
usd|bearish,trend_age_impulses,mostly_up,5,7,3.17,"2019:up,2020:up,2021:down,2022:up,2023:down,2024:up,2025:up"
usd|bearish,max_retest_penetration_atr,mostly_down,4,7,5.04,"2019:up,2020:up,2021:down,2022:up,2023:down,2024:down,2025:down"
usd|bearish,bars_between_retest_and_break,mostly_down,5,7,4.17,"2019:down,2020:up,2021:up,2022:down,2023:down,2024:down,2025:down"
usd|bearish,aoi_touch_count_since_creation,mostly_up,6,7,2.77,"2019:up,2020:down,2021:up,2022:up,2023:up,2024:up,2025:up"
usd|bearish,signal_candle_range_atr,mostly_down,5,7,4.25,"2019:down,2020:up,2021:down,2022:down,2023:down,2024:down,2025:up"
usd|bearish,signal_candle_body_atr,mostly_down,4,7,3.47,"2019:up,2020:up,2021:down,2022:down,2023:down,2024:down,2025:up"
usd|bearish,aoi_near_edge_atr,mostly_down,4,7,3.23,"2019:down,2020:up,2021:down,2022:down,2023:up,2024:down,2025:up"
usd|bearish,aoi_far_edge_atr,mostly_down,6,7,2.89,"2019:down,2020:down,2021:down,2022:down,2023:down,2024:down,2025:up"
usd|bearish,opp_extreme,mostly_down,4,7,3.18,"2019:up,2020:down,2021:up,2022:down,2023:down,2024:down,2025:up"
usd|bearish,trend_alignment_strength,mostly_up,5,7,3.69,"2019:up,2020:up,2021:up,2022:up,2023:down,2024:down,2025:up"
usd|bearish,hour_of_day_utc,mostly_up,4,7,5.04,"2019:down,2020:up,2021:down,2022:up,2023:down,2024:up,2025:up"
usd|bearish,conflicted_tf,mostly_up,5,7,3.69,"2019:up,2020:up,2021:up,2022:up,2023:down,2024:down,2025:up"
usd|bullish,htf_range_position_mid,mostly_up,4,7,3.05,"2019:up,2020:up,2021:up,2022:up,2023:down,2024:down,2025:down"
usd|bullish,htf_range_position_high,mostly_up,4,7,5.14,"2019:up,2020:down,2021:down,2022:up,2023:up,2024:up,2025:down"
usd|bullish,session_directional_bias,mostly_down,6,7,2.89,"2019:up,2020:down,2021:down,2022:down,2023:down,2024:down,2025:down"
usd|bullish,break_close_location,mostly_down,4,7,3.71,"2019:down,2020:up,2021:down,2022:down,2023:down,2024:up,2025:up"
usd|bullish,break_impulse_range_atr,mostly_up,5,7,3.45,"2019:down,2020:up,2021:up,2022:down,2023:up,2024:up,2025:up"
usd|bullish,break_impulse_body_atr,mostly_up,4,7,4.7,"2019:down,2020:down,2021:up,2022:up,2023:up,2024:up,2025:down"
usd|bullish,retest_candle_body_penetration,mostly_up,5,7,4.11,"2019:down,2020:up,2021:up,2022:up,2023:up,2024:up,2025:down"
usd|bullish,aoi_height_atr,mostly_up,4,6,3.02,"2019:up,2020:down,2021:down,2022:up,2024:up,2025:up"
usd|bullish,distance_to_next_htf_obstacle_atr,mostly_up,4,7,2.33,"2019:down,2020:down,2021:up,2022:down,2023:up,2024:up,2025:up"
usd|bullish,distance_from_last_impulse_atr,mostly_down,6,7,3.63,"2019:down,2020:down,2021:down,2022:down,2023:down,2024:down,2025:up"
usd|bullish,recent_trend_payoff_atr_24h,mostly_up,4,7,3.86,"2019:up,2020:up,2021:down,2022:down,2023:up,2024:up,2025:down"
usd|bullish,recent_trend_payoff_atr_48h,mostly_up,4,7,3.7,"2019:up,2020:up,2021:down,2022:up,2023:down,2024:up,2025:down"
usd|bullish,aoi_time_since_last_touch,mostly_up,6,7,3.99,"2019:up,2020:up,2021:down,2022:up,2023:up,2024:up,2025:up"
usd|bullish,aoi_last_reaction_strength,mostly_up,6,7,3.6,"2019:down,2020:up,2021:up,2022:up,2023:up,2024:up,2025:up"
usd|bullish,htf_range_size_mid_atr,consistent_down,7,7,1.83,"2019:down,2020:down,2021:down,2022:down,2023:down,2024:down,2025:down"
usd|bullish,aoi_midpoint_range_position_mid,mostly_up,4,7,2.58,"2019:up,2020:up,2021:down,2022:down,2023:up,2024:down,2025:up"
usd|bullish,trend_age_bars_1h,mostly_down,4,7,2.2,"2019:down,2020:up,2021:up,2022:down,2023:up,2024:down,2025:down"
usd|bullish,trend_age_impulses,mostly_up,4,7,2.53,"2019:up,2020:down,2021:down,2022:up,2023:up,2024:up,2025:down"
usd|bullish,max_retest_penetration_atr,mostly_up,4,7,4.21,"2019:down,2020:up,2021:up,2022:up,2023:down,2024:up,2025:down"
usd|bullish,bars_between_retest_and_break,mostly_down,5,7,2.21,"2019:down,2020:down,2021:down,2022:down,2023:up,2024:up,2025:down"
usd|bullish,aoi_touch_count_since_creation,mostly_up,5,7,3.03,"2019:down,2020:up,2021:down,2022:up,2023:up,2024:up,2025:up"
usd|bullish,signal_candle_range_atr,mostly_up,5,7,3.45,"2019:down,2020:up,2021:up,2022:down,2023:up,2024:up,2025:up"
usd|bullish,signal_candle_body_atr,mostly_up,4,7,4.7,"2019:down,2020:down,2021:up,2022:up,2023:up,2024:up,2025:down"
usd|bullish,aoi_near_edge_atr,mostly_down,5,7,4.44,"2019:down,2020:down,2021:down,2022:down,2023:up,2024:up,2025:down"
usd|bullish,aoi_far_edge_atr,mostly_up,4,7,4.43,"2019:down,2020:down,2021:up,2022:down,2023:up,2024:up,2025:up"
usd|bullish,opp_extreme,mostly_up,5,7,3.88,"2019:down,2020:up,2021:up,2022:up,2023:up,2024:up,2025:down"
usd|bullish,trend_alignment_strength,mostly_down,4,7,2.2,"2019:down,2020:up,2021:up,2022:down,2023:up,2024:down,2025:down"
usd|bullish,hour_of_day_utc,mostly_up,5,7,2.31,"2019:up,2020:up,2021:up,2022:down,2023:up,2024:down,2025:up"
usd|bullish,conflicted_tf,mostly_down,4,7,2.2,"2019:down,2020:up,2021:up,2022:down,2023:up,2024:down,2025:down"
