seed,sl_model,rr_multiple,composition,n_symbols,gate,n_gates,n_trades,trades_per_year,win_pct,sl_pct,expectancy_r,max_losing_streak,profit_factor
ATR1,SL_ATR_1_0,2.0,top5_win,5,bars_between_retest_and_break<=1,1,738,105.5,0.4201,0.5799,0.2602,12,1.449
ATR1,SL_ATR_1_0,2.0,top5_exp,5,bars_between_retest_and_break<=1,1,738,105.5,0.4201,0.5799,0.2602,12,1.449
ATR1,SL_ATR_1_0,2.0,top8_win,8,break_close_location>=0.7 & max_retest_penetration_atr<=1.25,2,758,108.4,0.4169,0.5818,0.2518,17,1.433
ATR1,SL_ATR_1_0,2.0,top8_exp,8,break_close_location>=0.7 & max_retest_penetration_atr<=1.25,2,758,108.4,0.4169,0.5818,0.2518,17,1.433
ATR1,SL_ATR_1_0,2.0,top8_win,8,distance_to_next_htf_obstacle_atr>=0.25 & max_retest_penetration_atr<=1.25,2,927,132.5,0.4164,0.5825,0.2501,15,1.429
ATR1,SL_ATR_1_0,2.0,top8_exp,8,distance_to_next_htf_obstacle_atr>=0.25 & max_retest_penetration_atr<=1.25,2,927,132.5,0.4164,0.5825,0.2501,15,1.429
ATR1,SL_ATR_1_0,2.0,top5_win,5,bars_between_retest_and_break<=2 & break_close_location>=0.5,2,753,107.6,0.4157,0.5843,0.247,12,1.423
ATR1,SL_ATR_1_0,2.0,top5_exp,5,bars_between_retest_and_break<=2 & break_close_location>=0.5,2,753,107.6,0.4157,0.5843,0.247,12,1.423
ATR1,SL_ATR_1_0,2.0,top8_win,8,break_close_location>=0.65 & max_retest_penetration_atr<=1.25,2,867,123.9,0.4152,0.5836,0.2467,19,1.423
ATR1,SL_ATR_1_0,2.0,top8_exp,8,break_close_location>=0.65 & max_retest_penetration_atr<=1.25,2,867,123.9,0.4152,0.5836,0.2467,19,1.423
ATR1,SL_ATR_1_0,2.0,top5_win,5,bars_between_retest_and_break<=3 & max_retest_penetration_atr<=1.25,2,808,115.5,0.4146,0.5854,0.2438,11,1.416
ATR1,SL_ATR_1_0,2.0,top5_exp,5,bars_between_retest_and_break<=3 & max_retest_penetration_atr<=1.25,2,808,115.5,0.4146,0.5854,0.2438,11,1.416
ATR1,SL_ATR_1_0,2.0,top5_win,5,max_retest_penetration_atr<=1.25,1,854,122.1,0.4145,0.5855,0.2436,12,1.416
ATR1,SL_ATR_1_0,2.0,top5_exp,5,max_retest_penetration_atr<=1.25,1,854,122.1,0.4145,0.5855,0.2436,12,1.416
ATR1,SL_ATR_1_0,2.0,top5_win,5,max_retest_penetration_atr<=1.0,1,705,100.8,0.4142,0.5858,0.2426,12,1.414
ATR1,SL_ATR_1_0,2.0,top5_exp,5,max_retest_penetration_atr<=1.0,1,705,100.8,0.4142,0.5858,0.2426,12,1.414
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=2 & aoi_far_edge_atr>=1.5,2,762,108.9,0.4134,0.5866,0.2402,10,1.409
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=2 & aoi_far_edge_atr>=1.5,2,762,108.9,0.4134,0.5866,0.2402,10,1.409
ATR1,SL_ATR_1_0,2.0,top5_win,5,bars_between_retest_and_break<=2 & htf_range_size_mid_atr>=10,2,830,118.7,0.4133,0.5867,0.2398,11,1.409
ATR1,SL_ATR_1_0,2.0,top5_exp,5,bars_between_retest_and_break<=2 & htf_range_size_mid_atr>=10,2,830,118.7,0.4133,0.5867,0.2398,11,1.409
ATR1,SL_ATR_1_0,2.0,top5_win,5,break_close_location>=0.5 & distance_to_next_htf_obstacle_atr>=0.25,2,702,100.4,0.4131,0.5869,0.2393,11,1.408
ATR1,SL_ATR_1_0,2.0,top5_exp,5,break_close_location>=0.5 & distance_to_next_htf_obstacle_atr>=0.25,2,702,100.4,0.4131,0.5869,0.2393,11,1.408
ATR1,SL_ATR_1_0,2.0,top5_win,5,max_retest_penetration_atr<=1.25 & signal_candle_opposite_extreme_atr>=0.35,2,822,117.5,0.4124,0.5876,0.2372,11,1.404
ATR1,SL_ATR_1_0,2.0,top5_exp,5,max_retest_penetration_atr<=1.25 & signal_candle_opposite_extreme_atr>=0.35,2,822,117.5,0.4124,0.5876,0.2372,11,1.404
ATR1,SL_ATR_1_0,2.0,top10_win,10,break_close_location>=0.7 & max_retest_penetration_atr<=1.25,2,975,139.4,0.4123,0.5867,0.2378,16,1.405
ATR1,SL_ATR_1_0,2.0,top10_exp,10,break_close_location>=0.7 & max_retest_penetration_atr<=1.25,2,975,139.4,0.4123,0.5867,0.2378,16,1.405
ATR1,SL_ATR_1_0,2.0,top8_win,8,aoi_far_edge_atr>=1.5 & bars_between_retest_and_break<=3,2,833,119.1,0.4118,0.5882,0.2353,12,1.4
ATR1,SL_ATR_1_0,2.0,top8_exp,8,aoi_far_edge_atr>=1.5 & bars_between_retest_and_break<=3,2,833,119.1,0.4118,0.5882,0.2353,12,1.4
ATR1,SL_ATR_1_0,2.0,top5_win,5,bars_between_retest_and_break<=2,1,838,119.8,0.4117,0.5883,0.2351,12,1.4
ATR1,SL_ATR_1_0,2.0,top5_exp,5,bars_between_retest_and_break<=2,1,838,119.8,0.4117,0.5883,0.2351,12,1.4
ATR1,SL_ATR_1_0,2.0,top8_win,8,break_close_location>=0.75,1,802,114.6,0.4115,0.5873,0.2355,12,1.401
ATR1,SL_ATR_1_0,2.0,top8_exp,8,break_close_location>=0.75,1,802,114.6,0.4115,0.5873,0.2355,12,1.401
ATR1,SL_ATR_1_0,2.0,top10_win,10,break_close_location>=0.65 & max_retest_penetration_atr<=1.25,2,1106,158.1,0.4114,0.5877,0.235,18,1.4
ATR1,SL_ATR_1_0,2.0,top10_exp,10,break_close_location>=0.65 & max_retest_penetration_atr<=1.25,2,1106,158.1,0.4114,0.5877,0.235,18,1.4
ATR1,SL_ATR_1_0,2.0,top5_win,5,bars_between_retest_and_break<=2 & max_retest_penetration_atr<=1.25,2,773,110.5,0.4114,0.5886,0.2342,11,1.398
ATR1,SL_ATR_1_0,2.0,top5_exp,5,bars_between_retest_and_break<=2 & max_retest_penetration_atr<=1.25,2,773,110.5,0.4114,0.5886,0.2342,11,1.398
ATR1,SL_ATR_1_0,2.0,top8_win,8,max_retest_penetration_atr<=1.25,1,1211,173.1,0.4112,0.5879,0.2344,13,1.399
ATR1,SL_ATR_1_0,2.0,top8_exp,8,max_retest_penetration_atr<=1.25,1,1211,173.1,0.4112,0.5879,0.2344,13,1.399
ATR1,SL_ATR_1_0,2.0,top5_win,5,htf_range_size_mid_atr>=10 & distance_to_next_htf_obstacle_atr>=0.25,2,779,111.4,0.4108,0.5892,0.2323,15,1.394
ATR1,SL_ATR_1_0,2.0,top5_exp,5,htf_range_size_mid_atr>=10 & distance_to_next_htf_obstacle_atr>=0.25,2,779,111.4,0.4108,0.5892,0.2323,15,1.394
ATR1,SL_ATR_1_0,2.0,top5_win,5,distance_to_next_htf_obstacle_atr>=0.25 & signal_candle_opposite_extreme_atr>=0.35,2,755,107.9,0.4106,0.5894,0.2318,13,1.393
ATR1,SL_ATR_1_0,2.0,top5_exp,5,distance_to_next_htf_obstacle_atr>=0.25 & signal_candle_opposite_extreme_atr>=0.35,2,755,107.9,0.4106,0.5894,0.2318,13,1.393
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=2 & break_close_location>=0.65,2,864,123.5,0.4097,0.5891,0.2302,13,1.391
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=2 & break_close_location>=0.65,2,864,123.5,0.4097,0.5891,0.2302,13,1.391
ATR1,SL_ATR_1_0,2.0,top5_win,5,bars_between_retest_and_break<=2 & signal_candle_opposite_extreme_atr>=0.35,2,808,115.5,0.4097,0.5903,0.229,12,1.388
ATR1,SL_ATR_1_0,2.0,top5_exp,5,bars_between_retest_and_break<=2 & signal_candle_opposite_extreme_atr>=0.35,2,808,115.5,0.4097,0.5903,0.229,12,1.388
ATR1,SL_ATR_1_0,2.0,top5_win,5,distance_to_next_htf_obstacle_atr>=0.25,1,786,112.4,0.4097,0.5903,0.229,15,1.388
ATR1,SL_ATR_1_0,2.0,top5_exp,5,distance_to_next_htf_obstacle_atr>=0.25,1,786,112.4,0.4097,0.5903,0.229,15,1.388
ATR1,SL_ATR_1_0,2.0,top8_win,8,max_retest_penetration_atr<=1.25 & signal_candle_opposite_extreme_atr>=0.35,2,1148,164.1,0.4094,0.5897,0.229,14,1.388
ATR1,SL_ATR_1_0,2.0,top8_exp,8,max_retest_penetration_atr<=1.25 & signal_candle_opposite_extreme_atr>=0.35,2,1148,164.1,0.4094,0.5897,0.229,14,1.388
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=2 & break_close_location>=0.5,2,1060,151.5,0.4094,0.5896,0.2291,15,1.388
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=2 & break_close_location>=0.5,2,1060,151.5,0.4094,0.5896,0.2291,15,1.388
ATR1,SL_ATR_1_0,2.0,top5_win,5,break_close_location>=0.65,1,772,110.4,0.4093,0.5907,0.228,16,1.386
ATR1,SL_ATR_1_0,2.0,top5_exp,5,break_close_location>=0.65,1,772,110.4,0.4093,0.5907,0.228,16,1.386
ATR1,SL_ATR_1_0,2.0,top5_win,5,bars_between_retest_and_break<=3 & distance_to_next_htf_obstacle_atr>=0.25,2,711,101.6,0.4093,0.5907,0.2278,13,1.386
ATR1,SL_ATR_1_0,2.0,top5_exp,5,bars_between_retest_and_break<=3 & distance_to_next_htf_obstacle_atr>=0.25,2,711,101.6,0.4093,0.5907,0.2278,13,1.386
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=3 & max_retest_penetration_atr<=1.25,2,1151,164.5,0.4092,0.5899,0.2284,12,1.387
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=3 & max_retest_penetration_atr<=1.25,2,1151,164.5,0.4092,0.5899,0.2284,12,1.387
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=3 & break_close_location>=0.65,2,944,134.9,0.4089,0.59,0.2276,14,1.386
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=3 & break_close_location>=0.65,2,944,134.9,0.4089,0.59,0.2276,14,1.386
ATR1,SL_ATR_1_0,2.0,top10_win,10,bars_between_retest_and_break<=3 & break_close_location>=0.65,2,1187,169.7,0.4086,0.5906,0.2265,16,1.383
ATR1,SL_ATR_1_0,2.0,top10_exp,10,bars_between_retest_and_break<=3 & break_close_location>=0.65,2,1187,169.7,0.4086,0.5906,0.2265,16,1.383
ATR1,SL_ATR_1_0,2.0,top5_win,5,bars_between_retest_and_break<=3,1,903,129.1,0.4086,0.5914,0.2259,11,1.382
ATR1,SL_ATR_1_0,2.0,top5_exp,5,bars_between_retest_and_break<=3,1,903,129.1,0.4086,0.5914,0.2259,11,1.382
ATR1,SL_ATR_1_0,2.0,top10_win,10,distance_to_next_htf_obstacle_atr>=0.25 & max_retest_penetration_atr<=1.25,2,1158,165.5,0.4085,0.5907,0.2261,16,1.383
ATR1,SL_ATR_1_0,2.0,top10_exp,10,distance_to_next_htf_obstacle_atr>=0.25 & max_retest_penetration_atr<=1.25,2,1158,165.5,0.4085,0.5907,0.2261,16,1.383
ATR1,SL_ATR_1_0,2.0,top5_win,5,trend_age_impulses>=3,1,990,141.5,0.4081,0.5919,0.2242,12,1.379
ATR1,SL_ATR_1_0,2.0,top5_exp,5,trend_age_impulses>=3,1,990,141.5,0.4081,0.5919,0.2242,12,1.379
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=2 & distance_to_next_htf_obstacle_atr>=0.25,2,939,134.2,0.4079,0.5911,0.2246,13,1.38
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=2 & distance_to_next_htf_obstacle_atr>=0.25,2,939,134.2,0.4079,0.5911,0.2246,13,1.38
ATR1,SL_ATR_1_0,2.0,top8_win,8,aoi_far_edge_atr>=1.5,1,992,141.8,0.4073,0.5927,0.2218,13,1.374
ATR1,SL_ATR_1_0,2.0,top8_exp,8,aoi_far_edge_atr>=1.5,1,992,141.8,0.4073,0.5927,0.2218,13,1.374
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=3 & distance_to_next_htf_obstacle_atr>=0.25,2,1002,143.2,0.4072,0.5918,0.2224,14,1.376
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=3 & distance_to_next_htf_obstacle_atr>=0.25,2,1002,143.2,0.4072,0.5918,0.2224,14,1.376
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=1,1,1039,148.5,0.4071,0.5919,0.2222,15,1.375
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=1,1,1039,148.5,0.4071,0.5919,0.2222,15,1.375
ATR1,SL_ATR_1_0,2.0,top5_win,5,htf_range_size_mid_atr>=10,1,1037,148.2,0.4069,0.5931,0.2208,13,1.372
ATR1,SL_ATR_1_0,2.0,top5_exp,5,htf_range_size_mid_atr>=10,1,1037,148.2,0.4069,0.5931,0.2208,13,1.372
ATR1,SL_ATR_1_0,2.0,top5_win,5,htf_range_size_mid_atr>=15,1,875,125.1,0.4069,0.5931,0.2206,12,1.372
ATR1,SL_ATR_1_0,2.0,top5_exp,5,htf_range_size_mid_atr>=15,1,875,125.1,0.4069,0.5931,0.2206,12,1.372
ATR1,SL_ATR_1_0,2.0,top8_win,8,max_retest_penetration_atr<=1.0,1,998,142.7,0.4068,0.5922,0.2213,14,1.374
ATR1,SL_ATR_1_0,2.0,top8_exp,8,max_retest_penetration_atr<=1.0,1,998,142.7,0.4068,0.5922,0.2213,14,1.374
ATR1,SL_ATR_1_0,2.0,top8_win,8,break_close_location>=0.5 & distance_to_next_htf_obstacle_atr>=0.25,2,986,141.0,0.4067,0.5923,0.221,12,1.373
ATR1,SL_ATR_1_0,2.0,top8_exp,8,break_close_location>=0.5 & distance_to_next_htf_obstacle_atr>=0.25,2,986,141.0,0.4067,0.5923,0.221,12,1.373
ATR1,SL_ATR_1_0,2.0,top10_win,10,aoi_far_edge_atr>=1.5 & bars_between_retest_and_break<=3,2,1060,151.5,0.4066,0.5934,0.2198,18,1.37
ATR1,SL_ATR_1_0,2.0,top10_exp,10,aoi_far_edge_atr>=1.5 & bars_between_retest_and_break<=3,2,1060,151.5,0.4066,0.5934,0.2198,18,1.37
ATR1,SL_ATR_1_0,2.0,top5_win,5,distance_from_last_impulse_atr>=0.5,1,719,102.8,0.4061,0.5939,0.2184,11,1.368
ATR1,SL_ATR_1_0,2.0,top5_exp,5,distance_from_last_impulse_atr>=0.5,1,719,102.8,0.4061,0.5939,0.2184,11,1.368
ATR1,SL_ATR_1_0,2.0,top5_win,5,max_retest_penetration_atr<=1.5,1,941,134.5,0.406,0.594,0.2179,13,1.367
ATR1,SL_ATR_1_0,2.0,top5_exp,5,max_retest_penetration_atr<=1.5,1,941,134.5,0.406,0.594,0.2179,13,1.367
ATR1,SL_ATR_1_0,2.0,top10_win,10,bars_between_retest_and_break<=2 & break_close_location>=0.65,2,1089,155.7,0.4059,0.5932,0.2184,13,1.368
ATR1,SL_ATR_1_0,2.0,top10_exp,10,bars_between_retest_and_break<=2 & break_close_location>=0.65,2,1089,155.7,0.4059,0.5932,0.2184,13,1.368
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=2 & max_retest_penetration_atr<=1.25,2,1095,156.5,0.4055,0.5936,0.2172,12,1.366
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=2 & max_retest_penetration_atr<=1.25,2,1095,156.5,0.4055,0.5936,0.2172,12,1.366
ATR1,SL_ATR_1_0,2.0,top8_win,8,distance_to_next_htf_obstacle_atr>=0.25 & break_close_location>=0.65,2,799,114.2,0.4055,0.5932,0.2176,13,1.367
ATR1,SL_ATR_1_0,2.0,top8_exp,8,distance_to_next_htf_obstacle_atr>=0.25 & break_close_location>=0.65,2,799,114.2,0.4055,0.5932,0.2176,13,1.367
ATR1,SL_ATR_1_0,2.0,top12_win,12,break_close_location>=0.7 & max_retest_penetration_atr<=1.25,2,1157,165.4,0.4054,0.5938,0.2168,12,1.365
ATR1,SL_ATR_1_0,2.0,top12_exp,12,break_close_location>=0.7 & max_retest_penetration_atr<=1.25,2,1157,165.4,0.4054,0.5938,0.2168,12,1.365
ATR1,SL_ATR_1_0,2.0,top5_win,5,no_gate,0,1046,149.5,0.4054,0.5946,0.2161,13,1.363
ATR1,SL_ATR_1_0,2.0,top5_exp,5,no_gate,0,1046,149.5,0.4054,0.5946,0.2161,13,1.363
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=2 & htf_range_size_mid_atr>=10,2,1180,168.7,0.4051,0.5941,0.216,16,1.363
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=2 & htf_range_size_mid_atr>=10,2,1180,168.7,0.4051,0.5941,0.216,16,1.363
ATR1,SL_ATR_1_0,2.0,top8_win,8,htf_range_size_mid_atr>=10 & distance_to_next_htf_obstacle_atr>=0.25,2,1106,158.1,0.4051,0.594,0.216,16,1.363
ATR1,SL_ATR_1_0,2.0,top8_exp,8,htf_range_size_mid_atr>=10 & distance_to_next_htf_obstacle_atr>=0.25,2,1106,158.1,0.4051,0.594,0.216,16,1.363
ATR1,SL_ATR_1_0,2.0,top5_win,5,signal_candle_opposite_extreme_atr>=0.25,1,1035,148.0,0.4048,0.5952,0.2145,12,1.36
ATR1,SL_ATR_1_0,2.0,top5_exp,5,signal_candle_opposite_extreme_atr>=0.25,1,1035,148.0,0.4048,0.5952,0.2145,12,1.36
ATR1,SL_ATR_1_0,2.0,top8_win,8,htf_range_size_mid_atr>=20,1,877,125.4,0.4048,0.5952,0.2144,12,1.36
ATR1,SL_ATR_1_0,2.0,top8_exp,8,htf_range_size_mid_atr>=20,1,877,125.4,0.4048,0.5952,0.2144,12,1.36
ATR1,SL_ATR_1_0,2.0,grp_usd_majors_per_sym,5,max_retest_penetration_atr<=1.25 & signal_candle_opposite_extreme_atr>=0.35,2,714,102.1,0.4048,0.5952,0.2143,10,1.36
ATR1,SL_ATR_1_0,2.0,top10_win,10,bars_between_retest_and_break<=2 & aoi_far_edge_atr>=1.5,2,976,139.5,0.4047,0.5953,0.2141,15,1.36
ATR1,SL_ATR_1_0,2.0,top10_exp,10,bars_between_retest_and_break<=2 & aoi_far_edge_atr>=1.5,2,976,139.5,0.4047,0.5953,0.2141,15,1.36
ATR1,SL_ATR_1_0,2.0,top5_win,5,break_close_location>=0.5,1,939,134.2,0.4047,0.5953,0.2141,11,1.36
ATR1,SL_ATR_1_0,2.0,top5_exp,5,break_close_location>=0.5,1,939,134.2,0.4047,0.5953,0.2141,11,1.36
ATR1,SL_ATR_1_0,2.0,top10_win,10,max_retest_penetration_atr<=1.25,1,1540,220.2,0.4045,0.5948,0.2142,19,1.36
ATR1,SL_ATR_1_0,2.0,top10_exp,10,max_retest_penetration_atr<=1.25,1,1540,220.2,0.4045,0.5948,0.2142,19,1.36
ATR1,SL_ATR_1_0,2.0,top10_win,10,break_close_location>=0.75,1,1031,147.4,0.4045,0.5946,0.2142,14,1.36
ATR1,SL_ATR_1_0,2.0,top10_exp,10,break_close_location>=0.75,1,1031,147.4,0.4045,0.5946,0.2142,14,1.36
ATR1,SL_ATR_1_0,2.0,top5_win,5,signal_candle_opposite_extreme_atr>=0.35,1,1010,144.4,0.404,0.596,0.2119,11,1.355
ATR1,SL_ATR_1_0,2.0,top5_exp,5,signal_candle_opposite_extreme_atr>=0.35,1,1010,144.4,0.404,0.596,0.2119,11,1.355
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=2,1,1191,170.3,0.4039,0.5953,0.2123,15,1.357
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=2,1,1191,170.3,0.4039,0.5953,0.2123,15,1.357
ATR1,SL_ATR_1_0,2.0,top8_win,8,max_retest_penetration_atr<=1.0 & signal_candle_opposite_extreme_atr>=0.5,2,822,117.5,0.4039,0.5961,0.2117,13,1.355
ATR1,SL_ATR_1_0,2.0,top8_exp,8,max_retest_penetration_atr<=1.0 & signal_candle_opposite_extreme_atr>=0.5,2,822,117.5,0.4039,0.5961,0.2117,13,1.355
ATR1,SL_ATR_1_0,2.0,top8_win,8,aoi_far_edge_atr>=1.5 & distance_to_next_htf_obstacle_atr>=0.25,2,711,101.6,0.4037,0.5963,0.211,12,1.354
ATR1,SL_ATR_1_0,2.0,top8_exp,8,aoi_far_edge_atr>=1.5 & distance_to_next_htf_obstacle_atr>=0.25,2,711,101.6,0.4037,0.5963,0.211,12,1.354
ATR1,SL_ATR_1_0,2.0,top15_win,15,break_close_location>=0.65 & max_retest_penetration_atr<=1.25,2,1650,235.9,0.4036,0.5958,0.2114,13,1.355
ATR1,SL_ATR_1_0,2.0,top15_exp,15,break_close_location>=0.65 & max_retest_penetration_atr<=1.25,2,1650,235.9,0.4036,0.5958,0.2114,13,1.355
ATR1,SL_ATR_1_0,2.0,top15_win,15,break_close_location>=0.7 & max_retest_penetration_atr<=1.25,2,1447,206.9,0.4036,0.5957,0.2114,11,1.355
ATR1,SL_ATR_1_0,2.0,top15_exp,15,break_close_location>=0.7 & max_retest_penetration_atr<=1.25,2,1447,206.9,0.4036,0.5957,0.2114,11,1.355
ATR1,SL_ATR_1_0,2.0,top10_win,10,max_retest_penetration_atr<=1.25 & signal_candle_opposite_extreme_atr>=0.35,2,1458,208.4,0.4033,0.596,0.2105,18,1.353
ATR1,SL_ATR_1_0,2.0,top10_exp,10,max_retest_penetration_atr<=1.25 & signal_candle_opposite_extreme_atr>=0.35,2,1458,208.4,0.4033,0.596,0.2105,18,1.353
ATR1,SL_ATR_1_0,2.0,top10_win,10,bars_between_retest_and_break<=2 & break_close_location>=0.5,2,1339,191.4,0.4033,0.596,0.2105,14,1.353
ATR1,SL_ATR_1_0,2.0,top10_exp,10,bars_between_retest_and_break<=2 & break_close_location>=0.5,2,1339,191.4,0.4033,0.596,0.2105,14,1.353
ATR1,SL_ATR_1_0,2.0,top8_win,8,distance_to_next_htf_obstacle_atr>=0.25,1,1116,159.5,0.4032,0.5959,0.2105,16,1.353
ATR1,SL_ATR_1_0,2.0,top8_exp,8,distance_to_next_htf_obstacle_atr>=0.25,1,1116,159.5,0.4032,0.5959,0.2105,16,1.353
ATR1,SL_ATR_1_0,2.0,top12_win,12,break_close_location>=0.65 & max_retest_penetration_atr<=1.25,2,1310,187.3,0.4031,0.5962,0.2098,14,1.352
ATR1,SL_ATR_1_0,2.0,top12_exp,12,break_close_location>=0.65 & max_retest_penetration_atr<=1.25,2,1310,187.3,0.4031,0.5962,0.2098,14,1.352
ATR1,SL_ATR_1_0,2.0,top10_win,10,bars_between_retest_and_break<=3 & distance_to_next_htf_obstacle_atr>=0.25,2,1243,177.7,0.4031,0.5961,0.2099,15,1.352
ATR1,SL_ATR_1_0,2.0,top10_exp,10,bars_between_retest_and_break<=3 & distance_to_next_htf_obstacle_atr>=0.25,2,1243,177.7,0.4031,0.5961,0.2099,15,1.352
ATR1,SL_ATR_1_0,2.0,top10_win,10,bars_between_retest_and_break<=2 & distance_to_next_htf_obstacle_atr>=0.25,2,1166,166.7,0.4031,0.5961,0.21,15,1.352
ATR1,SL_ATR_1_0,2.0,top10_exp,10,bars_between_retest_and_break<=2 & distance_to_next_htf_obstacle_atr>=0.25,2,1166,166.7,0.4031,0.5961,0.21,15,1.352
ATR1,SL_ATR_1_0,2.0,top12_win,12,break_close_location>=0.75,1,1211,173.1,0.403,0.5962,0.2096,16,1.352
ATR1,SL_ATR_1_0,2.0,top12_exp,12,break_close_location>=0.75,1,1211,173.1,0.403,0.5962,0.2096,16,1.352
ATR1,SL_ATR_1_0,2.0,top5_win,5,aoi_far_edge_atr>=1.0,1,1015,145.1,0.403,0.597,0.2089,13,1.35
ATR1,SL_ATR_1_0,2.0,top5_exp,5,aoi_far_edge_atr>=1.0,1,1015,145.1,0.403,0.597,0.2089,13,1.35
ATR1,SL_ATR_1_0,2.0,top10_win,10,bars_between_retest_and_break<=3 & max_retest_penetration_atr<=1.25,2,1452,207.6,0.4029,0.5964,0.2093,19,1.351
ATR1,SL_ATR_1_0,2.0,top10_exp,10,bars_between_retest_and_break<=3 & max_retest_penetration_atr<=1.25,2,1452,207.6,0.4029,0.5964,0.2093,19,1.351
ATR1,SL_ATR_1_0,2.0,top8_win,8,distance_to_next_htf_obstacle_atr>=0.25 & signal_candle_opposite_extreme_atr>=0.35,2,1058,151.2,0.4026,0.5964,0.2088,14,1.35
ATR1,SL_ATR_1_0,2.0,top8_exp,8,distance_to_next_htf_obstacle_atr>=0.25 & signal_candle_opposite_extreme_atr>=0.35,2,1058,151.2,0.4026,0.5964,0.2088,14,1.35
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=2 & distance_from_last_impulse_atr>=0.5,2,815,116.5,0.4025,0.5975,0.2074,16,1.347
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=2 & distance_from_last_impulse_atr>=0.5,2,815,116.5,0.4025,0.5975,0.2074,16,1.347
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=3,1,1290,184.4,0.4023,0.5969,0.2076,14,1.348
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=3,1,1290,184.4,0.4023,0.5969,0.2076,14,1.348
ATR1,SL_ATR_1_0,2.0,top8_win,8,break_close_location>=0.65,1,1112,159.0,0.402,0.5971,0.2067,16,1.346
ATR1,SL_ATR_1_0,2.0,top8_exp,8,break_close_location>=0.65,1,1112,159.0,0.402,0.5971,0.2067,16,1.346
ATR1,SL_ATR_1_0,2.0,top8_win,8,max_retest_penetration_atr<=1.5,1,1351,193.1,0.4019,0.5973,0.2064,14,1.345
ATR1,SL_ATR_1_0,2.0,top8_exp,8,max_retest_penetration_atr<=1.5,1,1351,193.1,0.4019,0.5973,0.2064,14,1.345
ATR1,SL_ATR_1_0,2.0,top8_win,8,bars_between_retest_and_break<=2 & signal_candle_opposite_extreme_atr>=0.35,2,1132,161.8,0.4019,0.5972,0.2066,16,1.346
ATR1,SL_ATR_1_0,2.0,top8_exp,8,bars_between_retest_and_break<=2 & signal_candle_opposite_extreme_atr>=0.35,2,1132,161.8,0.4019,0.5972,0.2066,16,1.346
ATR1,SL_ATR_1_0,2.0,top5_win,5,bars_between_retest_and_break<=4,1,953,136.2,0.4019,0.5981,0.2057,12,1.344
ATR1,SL_ATR_1_0,2.0,top10_win,10,bars_between_retest_and_break<=3 & distance_to_next_htf_obstacle_atr>=0.5,2,953,136.2,0.4019,0.5981,0.2057,12,1.344
ATR1,SL_ATR_1_0,2.0,top5_exp,5,bars_between_retest_and_break<=4,1,953,136.2,0.4019,0.5981,0.2057,12,1.344
ATR1,SL_ATR_1_0,2.0,top10_exp,10,bars_between_retest_and_break<=3 & distance_to_next_htf_obstacle_atr>=0.5,2,953,136.2,0.4019,0.5981,0.2057,12,1.344
ATR1,SL_ATR_1_0,2.0,top5_win,5,signal_candle_opposite_extreme_atr>=0.5,1,914,130.7,0.4015,0.5985,0.2046,13,1.342
ATR1,SL_ATR_1_0,2.0,top5_exp,5,signal_candle_opposite_extreme_atr>=0.5,1,914,130.7,0.4015,0.5985,0.2046,13,1.342
ATR1,SL_ATR_1_0,2.0,top10_win,10,aoi_far_edge_atr>=1.5,1,1278,182.7,0.4014,0.5986,0.2042,17,1.341
