seed,sl_model,rr_multiple,group,window,extra_gate,n_hours,n_trades,trades_per_year,win_pct,sl_pct,timeout_pct,expectancy_r,max_losing_streak,profit_factor,type,portfolio_label,n_symbols,sym_windows,group_base
ATR1,SL_ATR_1_0,2.0,,,bars_between_retest_and_break<=2.000(p75),,736,105.2,0.4457,0.553,0.0014,0.3381,14,1.611,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,max_retest_penetration_atr<=1.167(p75),,726,103.8,0.4421,0.5565,0.0014,0.3276,10,1.589,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,distance_to_next_htf_obstacle_atr>=0.228(p25),,707,101.1,0.4413,0.5573,0.0014,0.3251,9,1.583,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,aoi_far_edge_atr>=1.439(p25),,733,104.8,0.4366,0.5634,0.0,0.3097,10,1.55,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,trend_age_impulses>=4.000(p25),,803,114.8,0.4346,0.5641,0.0012,0.3049,11,1.54,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,htf_range_size_high_atr>=30.512(p25),,782,111.8,0.4335,0.5665,0.0,0.3005,14,1.53,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,aoi_time_since_last_touch<=3.000(p75),,706,100.9,0.4334,0.5652,0.0014,0.3015,11,1.533,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,distance_from_last_impulse_atr<=1.831(p75),,711,101.6,0.4332,0.5654,0.0014,0.3008,13,1.532,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,recent_trend_payoff_atr_24h>=-2.282(p25),,710,101.5,0.4296,0.569,0.0014,0.2899,13,1.509,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,signal_candle_opposite_extreme_atr>=0.567(p25),,783,111.9,0.4291,0.5709,0.0,0.2874,13,1.503,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,distance_to_next_htf_obstacle_atr<=1.060(p75),,724,103.5,0.4282,0.5704,0.0014,0.2857,10,1.501,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,aoi_height_atr<=1.512(p75),,760,108.6,0.4276,0.5711,0.0013,0.284,15,1.497,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,geo_aoi_height_atr<=1.512(p75),,760,108.6,0.4276,0.5711,0.0013,0.284,15,1.497,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,recent_trend_payoff_atr_48h>=-2.318(p25),,709,101.4,0.4274,0.5712,0.0014,0.2833,17,1.496,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,break_impulse_body_atr>=0.369(p25),,745,106.5,0.4268,0.5732,0.0,0.2805,12,1.489,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,signal_candle_body_atr>=0.369(p25),,745,106.5,0.4268,0.5732,0.0,0.2805,12,1.489,sym_portfolio_gated,ATR1_top8_+gate,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,none,,971,138.8,0.4253,0.5736,0.001,0.2769,14,1.483,sym_portfolio,ATR1_top8_sym_portfolio,8.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,none,,1204,172.1,0.4194,0.5797,0.0008,0.259,12,1.447,sym_portfolio,ATR1_top10_sym_portfolio,10.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open', 'AUDJPY': 'london_open', 'EURUSD': 'asia'}",
ATR1,SL_ATR_1_0,2.0,,,none,,1495,213.7,0.4134,0.586,0.0007,0.2407,11,1.411,sym_portfolio,ATR1_top12_sym_portfolio,12.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open', 'AUDJPY': 'london_open', 'EURUSD': 'asia', 'GBPCAD': 'pre_london', 'CHFJPY': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,,,none,,1867,266.9,0.4071,0.5924,0.0005,0.2217,10,1.374,sym_portfolio,ATR1_top15_sym_portfolio,15.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open', 'AUDJPY': 'london_open', 'EURUSD': 'asia', 'GBPCAD': 'pre_london', 'CHFJPY': 'ny_open', 'USDCHF': 'london_open', 'AUDCAD': 'ny_afternoon', 'GBPNZD': 'london_midday'}",
ATR1,SL_ATR_1_0,2.0,,,none,,918,131.2,0.4052,0.5937,0.0011,0.2166,18,1.365,group_portfolio,ATR1_jpy_pairs_own_windows,7.0,"{'AUDJPY': 'london_open', 'CADJPY': 'london_open', 'CHFJPY': 'ny_open', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'NZDJPY': 'ny_open', 'USDJPY': 'asia'}",jpy_pairs
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,trend_age_bars_1h<=12.000(p75) & aoi_time_since_last_touch>=0.000(p50),4.0,728,104.1,0.4038,0.5948,0.0014,0.2127,11,1.358,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,trend_age_bars_1h<=12.000(p75) & aoi_time_since_last_touch>=0.000(p25),4.0,728,104.1,0.4038,0.5948,0.0014,0.2127,11,1.358,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,trend_age_bars_1h<=12.000(p75),4.0,729,104.2,0.4033,0.594,0.0027,0.2136,11,1.359,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,trend_age_bars_1h<=12.000(p75) & aoi_class==tradable,4.0,729,104.2,0.4033,0.594,0.0027,0.2136,11,1.359,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,trend_age_bars_1h<=12.000(p75) & trend_alignment>=2,4.0,729,104.2,0.4033,0.594,0.0027,0.2136,11,1.359,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,trend_age_bars_1h<=12.000(p75) & bars_between_retest_and_break>=0.000(p25),4.0,729,104.2,0.4033,0.594,0.0027,0.2136,11,1.359,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,recent_trend_payoff_atr_48h<=2.610(p75),4.0,761,108.8,0.3982,0.5992,0.0026,0.198,9,1.33,,,,,
ATR1,SL_ATR_1_0,2.0,,,none,,2515,359.5,0.3972,0.6024,0.0004,0.192,13,1.319,sym_portfolio,ATR1_top20_sym_portfolio,20.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open', 'AUDJPY': 'london_open', 'EURUSD': 'asia', 'GBPCAD': 'pre_london', 'CHFJPY': 'ny_open', 'USDCHF': 'london_open', 'AUDCAD': 'ny_afternoon', 'GBPNZD': 'london_midday', 'NZDCHF': 'ny', 'GBPCHF': 'london_open', 'NZDSGD': 'london_ny', 'EURGBP': 'off_hours', 'NZDCAD': 'asia'}",
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,bars_between_retest_and_break<=2.000(p75),4.0,724,103.5,0.3964,0.6008,0.0028,0.1929,14,1.321,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,trend_age_bars_1h<=12.000(p75) & recent_trend_payoff_atr_48h<=2.610(p75),5.0,723,103.4,0.3956,0.6017,0.0028,0.1904,15,1.316,,,,,
ATR1,SL_ATR_1_0,2.0,,,none,,815,116.5,0.3939,0.6049,0.0012,0.1827,12,1.302,group_portfolio,ATR1_high_vol_own_windows,6.0,"{'GBPJPY': 'london_open', 'EURJPY': 'ny_open', 'GBPAUD': 'ny_open', 'GBPNZD': 'london_midday', 'EURAUD': 'london_midday', 'EURNZD': 'london_open'}",high_vol
ATR1,SL_ATR_1_0,2.0,nzd_bloc,london,trend_age_impulses>=5.000(p50) & aoi_time_since_last_touch>=0.000(p25),6.0,713,101.9,0.3927,0.6073,0.0,0.1781,14,1.293,,,,,
ATR1,SL_ATR_1_0,2.0,nzd_bloc,london,trend_age_impulses>=5.000(p50) & trend_age_impulses>=4.000(p25),6.0,714,102.1,0.3922,0.6078,0.0,0.1765,14,1.29,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,recent_trend_payoff_atr_24h<=1.425(p75),4.0,770,110.1,0.3922,0.6052,0.0026,0.1801,10,1.298,,,,,
ATR1,SL_ATR_1_0,2.0,nzd_bloc,london,trend_age_impulses>=5.000(p50),6.0,714,102.1,0.3922,0.6078,0.0,0.1765,14,1.29,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,trend_age_impulses>=4.000(p25),4.0,760,108.6,0.3921,0.6066,0.0013,0.1775,12,1.292,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,trend_age_bars_1h<=12.000(p75) & signal_candle_range_atr>=0.775(p25),5.0,776,110.9,0.3918,0.6082,0.0,0.1753,13,1.288,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,trend_age_bars_1h<=12.000(p75) & break_impulse_range_atr>=0.775(p25),5.0,776,110.9,0.3918,0.6082,0.0,0.1753,13,1.288,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,distance_to_next_htf_obstacle_atr>=0.228(p25),4.0,714,102.1,0.3908,0.6064,0.0028,0.176,9,1.29,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,signal_candle_body_atr>=0.369(p25),4.0,743,106.2,0.3903,0.6083,0.0013,0.1734,15,1.285,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,break_impulse_body_atr>=0.369(p25),4.0,743,106.2,0.3903,0.6083,0.0013,0.1734,15,1.285,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,htf_range_size_high_atr>=30.512(p25) & trend_age_impulses>=4.000(p25),5.0,726,103.8,0.3898,0.6102,0.0,0.1694,13,1.278,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,htf_range_size_mid_atr<=25.904(p75),4.0,711,101.6,0.3896,0.6076,0.0028,0.1726,11,1.284,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,distance_from_last_impulse_atr>=0.374(p25),4.0,715,102.2,0.3888,0.6098,0.0014,0.169,12,1.277,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,aoi_near_edge_atr>=0.133(p25),4.0,728,104.1,0.3887,0.6099,0.0014,0.1687,14,1.277,,,,,
ATR1,SL_ATR_1_0,2.0,,,none,,3098,442.9,0.3886,0.611,0.0003,0.1662,16,1.272,sym_portfolio,ATR1_top24_sym_portfolio,24.0,"{'AUDUSD': 'ld_ny_overlap', 'EURNZD': 'london_open', 'GBPUSD': 'ny_afternoon', 'EURJPY': 'ny_open', 'GBPJPY': 'london_open', 'USDJPY': 'asia', 'CADJPY': 'london_open', 'NZDJPY': 'ny_open', 'AUDJPY': 'london_open', 'EURUSD': 'asia', 'GBPCAD': 'pre_london', 'CHFJPY': 'ny_open', 'USDCHF': 'london_open', 'AUDCAD': 'ny_afternoon', 'GBPNZD': 'london_midday', 'NZDCHF': 'ny', 'GBPCHF': 'london_open', 'NZDSGD': 'london_ny', 'EURGBP': 'off_hours', 'NZDCAD': 'asia', 'EURAUD': 'london_midday', 'EURCHF': 'off_hours', 'EURCAD': 'london_open', 'GBPAUD': 'ny_open'}",
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,recent_trend_payoff_atr_48h<=2.610(p75) & trend_age_impulses>=4.000(p25),5.0,709,101.4,0.3879,0.6107,0.0014,0.1648,9,1.27,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,aoi_time_since_last_touch>=0.000(p50),4.0,928,132.7,0.3869,0.6121,0.0011,0.1615,12,1.264,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,aoi_time_since_last_touch>=0.000(p25),4.0,928,132.7,0.3869,0.6121,0.0011,0.1615,12,1.264,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,break_close_location<=0.921(p75),4.0,929,132.8,0.3864,0.6114,0.0022,0.1622,12,1.265,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,trend_alignment>=2,4.0,929,132.8,0.3864,0.6114,0.0022,0.1622,12,1.265,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,none,4.0,929,132.8,0.3864,0.6114,0.0022,0.1622,12,1.265,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,trend_age_bars_1h>=0.000(p25),4.0,929,132.8,0.3864,0.6114,0.0022,0.1622,12,1.265,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,bars_between_retest_and_break>=0.000(p25),4.0,929,132.8,0.3864,0.6114,0.0022,0.1622,12,1.265,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,aoi_class==tradable,4.0,929,132.8,0.3864,0.6114,0.0022,0.1622,12,1.265,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,trend_age_bars_1h>=0.000(p50),4.0,929,132.8,0.3864,0.6114,0.0022,0.1622,12,1.265,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,htf_range_size_high_atr>=30.512(p25),5.0,867,123.9,0.3852,0.6148,0.0,0.1557,12,1.253,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,signal_candle_range_atr>=0.775(p25),4.0,857,122.5,0.3851,0.6149,0.0,0.1552,12,1.252,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,break_impulse_range_atr>=0.775(p25),4.0,857,122.5,0.3851,0.6149,0.0,0.1552,12,1.252,,,,,
ATR1,SL_ATR_1_0,2.0,,,none,,910,130.1,0.3846,0.6143,0.0011,0.1548,16,1.252,group_portfolio,ATR1_eur_pairs_own_windows,7.0,"{'EURAUD': 'london_midday', 'EURCAD': 'london_open', 'EURCHF': 'off_hours', 'EURGBP': 'off_hours', 'EURJPY': 'ny_open', 'EURNZD': 'london_open', 'EURUSD': 'asia'}",eur_pairs
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,signal_candle_opposite_extreme_atr>=0.567(p25),4.0,788,112.6,0.3845,0.6155,0.0,0.1536,12,1.249,,,,,
ATR1,SL_ATR_1_0,2.0,,,none,,895,127.9,0.3844,0.6156,0.0,0.1531,13,1.249,group_portfolio,ATR1_gbp_pairs_own_windows,7.0,"{'GBPAUD': 'ny_open', 'GBPCAD': 'pre_london', 'GBPCHF': 'london_open', 'GBPJPY': 'london_open', 'GBPNZD': 'london_midday', 'GBPUSD': 'ny_afternoon', 'EURGBP': 'off_hours'}",gbp_pairs
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny,trend_age_bars_1h<=0.000(p25),6.0,891,127.4,0.3838,0.6139,0.0022,0.1545,11,1.252,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny,trend_age_bars_1h<=0.000(p50),6.0,891,127.4,0.3838,0.6139,0.0022,0.1545,11,1.252,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,break_impulse_body_atr>=0.369(p25),5.0,847,121.1,0.3837,0.6151,0.0012,0.1533,16,1.249,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,signal_candle_body_atr>=0.369(p25),5.0,847,121.1,0.3837,0.6151,0.0012,0.1533,16,1.249,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny,aoi_far_edge_atr>=1.439(p25),6.0,897,128.2,0.3835,0.6165,0.0,0.1505,13,1.244,,,,,
ATR1,SL_ATR_1_0,2.0,all,ny_afternoon,bearish_htf_range_position_high>=0.232(p25),4.0,791,113.1,0.3831,0.6169,0.0,0.1492,16,1.242,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,trend_age_bars_1h<=0.000(p25),5.0,768,109.8,0.3828,0.6146,0.0026,0.1519,15,1.247,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,trend_age_bars_1h<=0.000(p50),5.0,768,109.8,0.3828,0.6146,0.0026,0.1519,15,1.247,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,trend_age_bars_1h<=12.000(p75),5.0,894,127.8,0.3826,0.6152,0.0022,0.1507,15,1.245,,,,,
ATR1,SL_ATR_1_0,2.0,nzd_bloc,london,aoi_far_edge_atr>=1.439(p25) & aoi_time_since_last_touch>=0.000(p25),6.0,724,103.5,0.3826,0.6174,0.0,0.1478,13,1.239,,,,,
ATR1,SL_ATR_1_0,2.0,nzd_bloc,london,aoi_far_edge_atr>=1.439(p25),6.0,727,103.9,0.3824,0.6176,0.0,0.1472,13,1.238,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,london_ny,aoi_height_atr>=1.321(p50),12.0,1127,161.1,0.3824,0.6176,0.0,0.1473,17,1.239,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,london_ny,geo_aoi_height_atr>=1.321(p50),12.0,1127,161.1,0.3824,0.6176,0.0,0.1473,17,1.239,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,retest_candle_body_penetration>=0.264(p25),4.0,799,114.2,0.3817,0.6158,0.0025,0.1486,12,1.241,,,,,
ATR1,SL_ATR_1_0,2.0,nzd_bloc,london,aoi_height_atr>=1.145(p25) & aoi_time_since_last_touch>=0.000(p25),6.0,756,108.1,0.381,0.619,0.0,0.1429,15,1.231,,,,,
ATR1,SL_ATR_1_0,2.0,nzd_bloc,london,geo_aoi_height_atr>=1.145(p25) & aoi_time_since_last_touch>=0.000(p25),6.0,756,108.1,0.381,0.619,0.0,0.1429,15,1.231,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny,htf_range_size_high_atr>=30.512(p25),6.0,974,139.2,0.3809,0.6191,0.0,0.1427,12,1.231,,,,,
ATR1,SL_ATR_1_0,2.0,nzd_bloc,london,aoi_height_atr>=1.145(p25),6.0,757,108.2,0.3804,0.6196,0.0,0.1413,15,1.228,,,,,
ATR1,SL_ATR_1_0,2.0,nzd_bloc,london,geo_aoi_height_atr>=1.145(p25),6.0,757,108.2,0.3804,0.6196,0.0,0.1413,15,1.228,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny,geo_aoi_height_atr>=1.145(p25),6.0,860,122.9,0.3802,0.6198,0.0,0.1407,13,1.227,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny,aoi_height_atr>=1.145(p25),6.0,860,122.9,0.3802,0.6198,0.0,0.1407,13,1.227,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,london_ny,trend_age_impulses>=6.000(p75),12.0,981,140.2,0.3802,0.6198,0.0,0.1407,17,1.227,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,max_retest_penetration_atr>=0.480(p25),4.0,771,110.2,0.38,0.6187,0.0013,0.1412,11,1.228,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,london_ny,bearish_htf_range_position_mid>=0.189(p25),12.0,758,108.4,0.3799,0.6201,0.0,0.1398,14,1.226,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,trend_age_impulses<=6.000(p75),4.0,774,110.6,0.3798,0.6176,0.0026,0.143,11,1.232,,,,,
ATR1,SL_ATR_1_0,2.0,eur_pairs,asia,recent_trend_payoff_atr_48h<=2.610(p75),6.0,719,102.8,0.3797,0.6203,0.0,0.1391,15,1.224,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ld_ny_overlap,recent_trend_payoff_atr_48h<=2.610(p75),5.0,886,126.7,0.3792,0.6185,0.0023,0.1407,11,1.227,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny,retest_candle_body_penetration<=0.645(p75),6.0,860,122.9,0.3791,0.6198,0.0012,0.1393,13,1.225,,,,,
ATR1,SL_ATR_1_0,2.0,nzd_bloc,london_ny,bearish_only,12.0,964,137.8,0.3786,0.6214,0.0,0.1359,12,1.219,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny,trend_age_bars_1h<=12.000(p75),6.0,1004,143.5,0.3785,0.6195,0.002,0.1381,14,1.223,,,,,
ATR1,SL_ATR_1_0,2.0,nzd_bloc,london,recent_trend_payoff_atr_24h<=1.425(p75),6.0,790,112.9,0.3785,0.6215,0.0,0.1354,12,1.218,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,london_ny,retest_candle_body_penetration<=0.418(p50),12.0,1102,157.5,0.3784,0.6216,0.0,0.1352,14,1.218,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,geo_aoi_height_atr<=1.512(p75),4.0,773,110.5,0.3777,0.6197,0.0026,0.1367,10,1.221,,,,,
ATR1,SL_ATR_1_0,2.0,all,ny,bearish_htf_range_position_mid>=0.512(p50),6.0,969,138.5,0.3777,0.6223,0.0,0.1331,15,1.214,,,,,
ATR1,SL_ATR_1_0,2.0,jpy_pairs,ny_open,aoi_height_atr<=1.512(p75),4.0,773,110.5,0.3777,0.6197,0.0026,0.1367,10,1.221,,,,,
ATR1,SL_ATR_1_0,2.0,high_vol,london_ny,bearish_only,12.0,943,134.8,0.3775,0.6225,0.0,0.1326,13,1.213,,,,,
ATR1,SL_ATR_1_0,2.0,high_vol,london_ny,aoi_far_edge_atr>=1.704(p50),12.0,1010,144.4,0.3772,0.6228,0.0,0.1317,13,1.211,,,,,
ATR1,SL_ATR_1_0,2.0,high_vol,london_ny,break_impulse_range_atr>=1.420(p75),12.0,708,101.2,0.3771,0.6229,0.0,0.1314,11,1.211,,,,,
ATR1,SL_ATR_1_0,2.0,high_vol,london_ny,signal_candle_range_atr>=1.420(p75),12.0,708,101.2,0.3771,0.6229,0.0,0.1314,11,1.211,,,,,
ATR1,SL_ATR_1_0,2.0,all,ny_afternoon,bearish_htf_range_position_mid>=0.189(p25),4.0,942,134.7,0.3769,0.6231,0.0,0.1306,11,1.21,,,,,
