bear_hard,bull_hard,min_dir_score,min_uni_score,avail_bear,avail_bull,avail_uni,bear_features,bull_features,uni_features,bear_win,bear_tpy,bull_win,bull_tpy,n_trades,tpy,win_pct,expectancy_r,max_losing_streak,profit_factor
tc<=3+range<=1.14,none,0,2,3,5,4,near<=0.32|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,0.4092,216.6,1829,261.5,0.427,0.2954,12,1.524
none,none,1,3,5,5,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.433,163.1,0.4203,166.0,2302,329.1,0.4266,0.2947,16,1.522
none,sbias>=0.2+opp<=0.87,1,2,5,3,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4229,203.1,,,1587,226.9,0.4266,0.2888,13,1.508
none,sbias>=0.2,0,2,5,4,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4205,206.7,,,1730,247.3,0.426,0.2892,16,1.509
none,sbias>=0.2+tc<=5,1,1,5,3,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4205,212.1,,,1648,235.6,0.426,0.2866,14,1.504
none,sbias>=0.2+tc<=5,1,0,5,3,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4207,213.7,,,1660,237.3,0.4259,0.2863,15,1.503
tc<=3+range<=1.14,none,0,0,3,5,4,near<=0.32|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,0.4085,232.7,1958,279.9,0.4259,0.2913,13,1.515
none,none,2,0,5,5,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4282,194.0,0.4229,188.3,2674,382.3,0.4256,0.2869,17,1.505
tc<=3+range<=1.14,none,0,1,3,5,4,near<=0.32|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,,,0.4075,231.2,1943,277.8,0.4256,0.2904,13,1.513
none,sbias>=0.2,0,0,5,4,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4189,217.7,,,1834,262.2,0.4253,0.2864,18,1.504
none,sbias>=0.2+opp<=0.87,0,2,5,3,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4205,206.7,,,1616,231.0,0.4251,0.2842,14,1.499
none,sbias>=0.2,0,1,5,4,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4187,216.1,,,1821,260.3,0.425,0.2857,17,1.502
none,none,2,1,5,5,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4276,192.6,0.422,187.0,2655,379.5,0.4249,0.2848,17,1.5
none,sbias>=0.2+opp<=0.87,1,0,5,3,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4207,213.7,,,1668,238.4,0.4239,0.2801,14,1.491
none,sbias>=0.2+tc<=5,0,2,5,3,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4205,206.7,,,1621,231.7,0.4238,0.2833,14,1.497
none,sbias>=0.2+opp<=0.87,1,1,5,3,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4205,212.1,,,1657,236.9,0.4237,0.2796,15,1.49
none,sbias>=0.2+opp<=0.87,0,0,5,3,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4189,217.7,,,1701,243.2,0.4233,0.2782,15,1.487
none,sbias>=0.2+opp<=0.87,0,1,5,3,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4187,216.1,,,1690,241.6,0.4231,0.2777,16,1.486
none,sbias>=0.2+tc<=5,0,0,5,3,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4189,217.7,,,1711,244.6,0.4226,0.2789,16,1.488
none,sbias>=0.2+tc<=5,0,1,5,3,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,opp<=0.87|body<=0.64|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4187,216.1,,,1699,242.9,0.4226,0.2792,15,1.489
none,none,0,3,5,5,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4289,166.0,0.4143,171.8,2363,337.8,0.4215,0.2796,17,1.49
none,none,1,2,5,5,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4229,203.1,0.4138,209.7,2888,412.9,0.4183,0.2682,14,1.467
none,none,1,0,5,5,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4207,213.7,0.4128,225.4,3072,439.2,0.4167,0.2626,14,1.456
none,none,1,1,5,5,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4205,212.1,0.4119,223.9,3050,436.0,0.4161,0.2609,14,1.453
none,none,0,2,5,5,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4205,206.7,0.4092,216.6,2961,423.3,0.4147,0.2579,14,1.447
none,none,0,0,5,5,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4189,217.7,0.4085,232.7,3151,450.5,0.4135,0.2534,14,1.438
none,none,0,1,5,5,4,tc<=3|near<=0.32|range<=1.14|dist>=0.21|htfsize<=48,sbias>=0.2|opp<=0.87|body<=0.64|tc<=5|dist>=0.21,bcl<=0.91|bars<=2|age<=6|payoff24<=2.04,0.4187,216.1,0.4075,231.2,3129,447.3,0.4129,0.2517,14,1.435
