cell,rr,sl,n,tpy,win,exp,pf
usd|bear,1.2,SL_SIGNAL_CANDLE_PLUS_0_25,362,51.7,48.9,0.0757,1.148
usd|bear,1.2,SL_ATR_1_0,364,52.0,46.43,0.0214,1.04
usd|bear,1.2,SL_ATR_0_5,364,52.0,45.88,0.0093,1.017
usd|bear,1.2,SL_AOI_NEAR_PLUS_0_25,364,52.0,44.23,-0.0269,0.952
usd|bear,1.2,SL_AOI_NEAR_PLUS_0_5,364,52.0,44.23,-0.0209,0.962
usd|bear,1.2,SL_SIGNAL_CANDLE,345,49.3,44.06,-0.0307,0.945
usd|bear,1.2,SL_AOI_FAR_PLUS_0_25,364,52.0,42.86,-0.0448,0.92
usd|bear,1.2,SL_AOI_NEAR,364,52.0,42.86,-0.0571,0.9
usd|bear,1.2,SL_AOI_FAR,364,52.0,42.31,-0.0598,0.895
usd|bear,1.2,SL_ATR_1_5,364,52.0,41.48,-0.0874,0.851
usd|bear,1.2,SL_ATR_2_0,364,52.0,41.21,-0.0934,0.841
usd|bear,1.5,SL_SIGNAL_CANDLE_PLUS_0_25,362,51.7,45.03,0.1257,1.229
usd|bear,1.5,SL_ATR_0_5,364,52.0,44.23,0.1058,1.19
usd|bear,1.5,SL_SIGNAL_CANDLE,345,49.3,42.32,0.058,1.101
usd|bear,1.5,SL_ATR_1_0,364,52.0,40.11,0.0027,1.005
usd|bear,1.5,SL_AOI_NEAR,364,52.0,38.19,-0.0373,0.939
usd|bear,1.5,SL_AOI_NEAR_PLUS_0_25,364,52.0,38.19,-0.0374,0.939
usd|bear,1.5,SL_AOI_NEAR_PLUS_0_5,364,52.0,37.64,-0.0443,0.928
usd|bear,1.5,SL_AOI_FAR_PLUS_0_25,364,52.0,36.81,-0.0556,0.91
usd|bear,1.5,SL_ATR_2_0,364,52.0,36.54,-0.0865,0.864
usd|bear,1.5,SL_ATR_1_5,364,52.0,35.71,-0.1071,0.833
usd|bear,1.5,SL_AOI_FAR,364,52.0,35.16,-0.0995,0.843
usd|bear,2.0,SL_SIGNAL_CANDLE_PLUS_0_25,362,51.7,41.44,0.2431,1.415
usd|bear,2.0,SL_SIGNAL_CANDLE,345,49.3,40.58,0.2174,1.366
usd|bear,2.0,SL_ATR_0_5,364,52.0,39.29,0.1786,1.294
usd|bear,2.0,SL_AOI_NEAR_PLUS_0_25,364,52.0,34.07,0.0373,1.057
usd|bear,2.0,SL_AOI_NEAR,364,52.0,32.69,-0.0112,0.983
usd|bear,2.0,SL_AOI_NEAR_PLUS_0_5,364,52.0,31.87,-0.0179,0.973
usd|bear,2.0,SL_AOI_FAR_PLUS_0_25,364,52.0,31.59,-0.0129,0.98
usd|bear,2.0,SL_ATR_1_0,364,52.0,30.49,-0.0852,0.877
usd|bear,2.0,SL_AOI_FAR,364,52.0,30.22,-0.072,0.895
usd|bear,2.0,SL_ATR_1_5,364,52.0,30.22,-0.0934,0.866
usd|bear,2.0,SL_ATR_2_0,364,52.0,29.95,-0.1016,0.855
usd|bear,2.2,SL_SIGNAL_CANDLE_PLUS_0_25,362,51.7,38.95,0.2464,1.404
usd|bear,2.2,SL_SIGNAL_CANDLE,345,49.3,38.55,0.2336,1.38
usd|bear,2.2,SL_ATR_0_5,364,52.0,36.26,0.1604,1.252
usd|bear,2.2,SL_AOI_NEAR_PLUS_0_25,364,52.0,32.14,0.0483,1.072
usd|bear,2.2,SL_AOI_NEAR,364,52.0,31.59,0.0191,1.028
usd|bear,2.2,SL_AOI_NEAR_PLUS_0_5,364,52.0,30.22,-0.0069,0.99
usd|bear,2.2,SL_AOI_FAR,364,52.0,29.12,-0.0376,0.945
usd|bear,2.2,SL_ATR_1_5,364,52.0,29.12,-0.0681,0.904
usd|bear,2.2,SL_ATR_1_0,364,52.0,28.85,-0.0769,0.892
usd|bear,2.2,SL_AOI_FAR_PLUS_0_25,364,52.0,28.3,-0.0341,0.95
usd|bear,2.2,SL_ATR_2_0,364,52.0,26.1,-0.1565,0.787
usd|bear,2.5,SL_SIGNAL_CANDLE,345,49.3,37.97,0.329,1.53
usd|bear,2.5,SL_SIGNAL_CANDLE_PLUS_0_25,362,51.7,37.29,0.3052,1.487
usd|bear,2.5,SL_ATR_0_5,364,52.0,32.97,0.1538,1.23
usd|bear,2.5,SL_AOI_NEAR,364,52.0,30.22,0.0703,1.102
usd|bear,2.5,SL_AOI_NEAR_PLUS_0_25,364,52.0,29.67,0.0582,1.084
usd|bear,2.5,SL_AOI_NEAR_PLUS_0_5,364,52.0,27.2,-0.0152,0.979
usd|bear,2.5,SL_ATR_1_0,364,52.0,26.92,-0.0577,0.921
usd|bear,2.5,SL_ATR_1_5,364,52.0,26.65,-0.0673,0.908
usd|bear,2.5,SL_AOI_FAR,364,52.0,25.55,-0.0467,0.934
usd|bear,2.5,SL_AOI_FAR_PLUS_0_25,364,52.0,25.0,-0.0528,0.925
usd|bear,2.5,SL_ATR_2_0,364,52.0,23.63,-0.1581,0.79
